00A YYYY.dec             Lat            Lon        Depth     cumD(cm)                 EVID                       CSID                   Mag        D(cm)
2005.0927251712328      35.93516     -120.48371    4.949     50.80730             21437317    SJBPK1028_freq8-24Hz_maxdist3_coh9500   1.13      4.62541
2004.4123868207346      36.98720     -121.46517    5.693      6.35112             21367733    SJBPK1029_freq8-24Hz_maxdist3_coh9500   1.67      6.35112
2004.4124047826856      36.98720     -121.46517    5.693     11.55287             30506134    SJBPK1029_freq8-24Hz_maxdist3_coh9500   1.33      5.20176
2013.8281661593101      36.57346     -121.03537    8.621      4.65265             72098161     SJBPK102_freq8-24Hz_maxdist3_coh9500   1.14      4.65265
2013.8283163051751      36.57346     -121.03537    8.621      9.25098             72098186     SJBPK102_freq8-24Hz_maxdist3_coh9500   1.12      4.59833
2014.0535978564180      36.57346     -121.03537    8.621     13.58708             72143710     SJBPK102_freq8-24Hz_maxdist3_coh9500   1.02      4.33611
2018.8256385083714      36.57346     -121.03537    8.621     18.66809             73103546     SJBPK102_freq8-24Hz_maxdist3_coh9500   1.29      5.08101
2004.4102224056364      36.93136     -121.53693    5.559      5.78163             21367570    SJBPK1030_freq8-24Hz_maxdist3_coh9500   1.51      5.78163
2013.9482090943684      36.93136     -121.53693    5.559     10.74469             72119855    SJBPK1030_freq8-24Hz_maxdist3_coh9500   1.25      4.96307
2004.4014794259765      36.97207     -121.42842    7.262      5.14103             21366739    SJBPK1031_freq8-24Hz_maxdist3_coh9500   1.31      5.14103
2018.3811580098934      36.97207     -121.42842    7.262      9.73936             73018225    SJBPK1031_freq8-24Hz_maxdist3_coh9500   1.12      4.59833
2004.3833834244081      36.57270     -121.11789    9.828      4.31072             21365324    SJBPK1032_freq8-24Hz_maxdist3_coh9500   1.01      4.31072
2004.3834122963469      36.57270     -121.11789    9.828      8.59621             21365328    SJBPK1032_freq8-24Hz_maxdist3_coh9500   1.00      4.28549
2004.3414418892937      36.44837     -121.02461    6.102      4.38733             21362415    SJBPK1033_freq8-24Hz_maxdist3_coh9500   1.04      4.38733
2007.0769396879757      36.44837     -121.02461    6.102      8.98566             51178152    SJBPK1033_freq8-24Hz_maxdist3_coh9500   1.12      4.59833
2018.4121953957383      36.44837     -121.02461    6.102     13.34730             73023371    SJBPK1033_freq8-24Hz_maxdist3_coh9500   1.03      4.36164
2000.4354573656649      36.49760     -121.07808    4.183      4.59833             30222014    SJBPK1034_freq8-24Hz_maxdist3_coh9500   1.12      4.59833
2004.3327648755312      36.49760     -121.07808    4.183      8.93444             21361597    SJBPK1034_freq8-24Hz_maxdist3_coh9500   1.02      4.33611
2004.3202780307629      36.52461     -121.08938    1.919      5.61436             21360485    SJBPK1035_freq8-24Hz_maxdist3_coh9500   1.46      5.61436
2004.4877909330096      36.52461     -121.08938    1.919     11.09839             21373284    SJBPK1035_freq8-24Hz_maxdist3_coh9500   1.42      5.48403
2004.3080371508804      36.96050     -121.58206    5.604      5.78163             21359565    SJBPK1036_freq8-24Hz_maxdist3_coh9500   1.51      5.78163
2019.6903729705732      36.96050     -121.58206    5.604     11.66600             73268310    SJBPK1036_freq8-24Hz_maxdist3_coh9500   1.54      5.88437
2004.3074912403865      36.57375     -121.25389   10.292      4.28549             21359512    SJBPK1037_freq8-24Hz_maxdist3_coh9500   1.00      4.28549
